Table,Field,IsLinkIDField,LinkedTable_Inferred,Inference,LinkBase
ReportGroupItems,LinkIDReportGroup,True,ReportGroups,prefix-exact,ReportGroup
ReportGroups,LinkID,True,,ambiguous,
ReportGroups,LinkIDCategory,True,Categories,prefix-exact,Category
ReportTemplates,LinkID,True,,ambiguous,
ReportTemplates,LinkIDCategory,True,Categories,prefix-exact,Category
SalesOrders,LinkID,True,,ambiguous,
SalesOrders,LinkIDCategory,True,Categories,prefix-exact,Category
SalesOrders,LinkIDCreatorContact,True,,prefix-nomatch,CreatorContact
SalesOrders,LinkIDCustomerCompany,True,,prefix-nomatch,CustomerCompany
SalesOrders,LinkIDProject,True,Projects,prefix-exact,Project
SavedViews,LinkID,True,,ambiguous,
SavedViews,LinkIDCategory,True,Categories,prefix-exact,Category
SawStacks,LinkID,True,,ambiguous,
SawStacks,LinkIDCategory,True,Categories,prefix-exact,Category
SawStacks,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
SawStacks,LinkIDWorkOrderBatch,True,WorkOrderBatches,prefix-exact,WorkOrderBatch
SawingOptimizerSettings,LinkID,True,,ambiguous,
SawingOptimizerSettings,LinkIDCategory,True,Categories,prefix-exact,Category
ScheduledWorkOrderActivities,LinkID,True,,ambiguous,
ScheduledWorkOrderActivities,LinkIDActivityStation,True,ActivityStations,prefix-exact,ActivityStation
ScheduledWorkOrderActivities,LinkIDCategory,True,Categories,prefix-exact,Category
ScheduledWorkOrderActivities,LinkIDPredecessor,True,,prefix-nomatch,Predecessor
ScheduledWorkOrderActivities,LinkIDShift,True,Shifts,prefix-exact,Shift
ScheduledWorkOrderActivities,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
ScheduledWorkOrderActivities,LinkIDWorkOrderActivity,True,WorkOrderActivities,prefix-exact,WorkOrderActivity
ScrapOptimizerSettings,LinkID,True,,ambiguous,
ScrapOptimizerSettings,LinkIDCategory,True,Categories,prefix-exact,Category
ScrapOptimizerSizes,LinkID,True,,ambiguous,
ScrapOptimizerSizes,LinkIDCategory,True,Categories,prefix-exact,Category
ScrapOptimizerSizes,LinkIDParent,True,,prefix-nomatch,Parent
SheetSets,LinkID,True,,ambiguous,
SheetSets,LinkIDCategory,True,Categories,prefix-exact,Category
SheetSets,LinkIDProject,True,Projects,prefix-exact,Project
Sheets,LinkID,True,,ambiguous,
Sheets,LinkIDBottomFaceRendering,True,,prefix-nomatch,BottomFaceRendering
Sheets,LinkIDCategory,True,Categories,prefix-exact,Category
Sheets,LinkIDCoreRendering,True,,prefix-nomatch,CoreRendering
Sheets,LinkIDDefaultVendor,True,,prefix-nomatch,DefaultVendor
Sheets,LinkIDMaterial,True,Materials,prefix-exact,Material
Sheets,LinkIDMaterialStorageLocation,True,MaterialStorageLocations,prefix-exact,MaterialStorageLocation
Sheets,LinkIDProcessingStation,True,ProcessingStations,prefix-exact,ProcessingStation
Sheets,LinkIDSheetSize,True,,prefix-nomatch,SheetSize
Sheets,LinkIDStack,True,,prefix-nomatch,Stack
Sheets,LinkIDSubType,True,,prefix-nomatch,SubType
Sheets,LinkIDTopFaceRendering,True,,prefix-nomatch,TopFaceRendering
Sheets,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
Sheets,LinkIDWorkOrderBatch,True,WorkOrderBatches,prefix-exact,WorkOrderBatch
SheetsVendors,LinkIDSheet,True,Sheets,prefix-exact,Sheet
SheetsVendors,LinkIDVendor,True,Vendors,prefix-exact,Vendor
Shifts,LinkID,True,,ambiguous,
Shifts,LinkIDCategory,True,Categories,prefix-exact,Category
ShiftsActivityStations,LinkIDActivityStation,True,ActivityStations,prefix-exact,ActivityStation
ShiftsActivityStations,LinkIDShift,True,Shifts,prefix-exact,Shift
ShiftsBreaks,LinkIDBreak,True,Breaks,prefix-exact,Break
ShiftsBreaks,LinkIDShift,True,Shifts,prefix-exact,Shift
ShiftsHolidays,LinkIDHoliday,True,Holidays,prefix-exact,Holiday
ShiftsHolidays,LinkIDShift,True,Shifts,prefix-exact,Shift
ShippingItems,LinkID,True,,ambiguous,
ShippingItems,LinkIDCategory,True,Categories,prefix-exact,Category
ShippingItems,LinkIDEmployeeCreator,True,,prefix-nomatch,EmployeeCreator
ShippingItems,LinkIDEmployeeDeliver,True,,prefix-nomatch,EmployeeDeliver
ShippingItems,LinkIDEmployeeLoader,True,,prefix-nomatch,EmployeeLoader
ShippingItems,LinkIDHardwarePart,True,,prefix-nomatch,HardwarePart
ShippingItems,LinkIDMaterial,True,Materials,prefix-exact,Material
ShippingItems,LinkIDPallet,True,Pallets,prefix-exact,Pallet
ShippingItems,LinkIDParentItem,True,,prefix-nomatch,ParentItem
ShippingItems,LinkIDParentProduct,True,,prefix-nomatch,ParentProduct
ShippingItems,LinkIDPart,True,Parts,prefix-exact,Part
ShippingItems,LinkIDProject,True,Projects,prefix-exact,Project
ShippingItems,LinkIDShippingTicket,True,ShippingTickets,prefix-exact,ShippingTicket
ShippingItems,LinkIDSubassembly,True,Subassemblies,prefix-exact,Subassembly
ShippingItems,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
ShippingTickets,LinkID,True,,ambiguous,
ShippingTickets,LinkIDCategory,True,Categories,prefix-exact,Category
ShippingTickets,LinkIDContactCompany,True,,prefix-nomatch,ContactCompany
ShippingTickets,LinkIDEmployeeCreator,True,,prefix-nomatch,EmployeeCreator
SpecificationGroups,LinkID,True,,ambiguous,
SpecificationGroups,LinkIDCategory,True,Categories,prefix-exact,Category
SpecificationGroups,LinkIDCutPartsFileName,True,,prefix-nomatch,CutPartsFileName
SpecificationGroups,LinkIDDoorWizardFileName,True,,prefix-nomatch,DoorWizardFileName
SpecificationGroups,LinkIDEdgeBandFileName,True,,prefix-nomatch,EdgeBandFileName
SpecificationGroups,LinkIDFactoryFileName,True,,prefix-nomatch,FactoryFileName
SpecificationGroups,LinkIDGlobalFileName,True,,prefix-nomatch,GlobalFileName
SpecificationGroups,LinkIDHardwareFileName,True,,prefix-nomatch,HardwareFileName
SpecificationGroups,LinkIDLibrary,True,Libraries,prefix-exact,Library
SpecificationGroups,LinkIDProject,True,Projects,prefix-exact,Project
SpecificationGroups,LinkIDProjectWizardFileName,True,,prefix-nomatch,ProjectWizardFileName
StorageGroupItems,LinkID,True,,ambiguous,
StorageGroupItems,LinkIDItem,True,,prefix-nomatch,Item
StorageGroupItems,LinkIDStorageGroup,True,StorageGroups,prefix-exact,StorageGroup
StorageGroups,LinkID,True,,ambiguous,
StorageGroups,LinkIDEmployee,True,Employees,prefix-exact,Employee
StorageGroups,LinkIDStorageLocation,True,,prefix-nomatch,StorageLocation
Subassemblies,LinkID,True,,ambiguous,
Subassemblies,LinkIDCategory,True,Categories,prefix-exact,Category
Subassemblies,LinkIDLibrary,True,Libraries,prefix-exact,Library
Subassemblies,LinkIDParentProduct,True,,prefix-nomatch,ParentProduct
Subassemblies,LinkIDParentSubassembly,True,,prefix-nomatch,ParentSubassembly
Subassemblies,LinkIDProject,True,Projects,prefix-exact,Project
Subassemblies,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
TiffDrawings,LinkID,True,,ambiguous,
TiffDrawings,LinkIDCategory,True,Categories,prefix-exact,Category
TiffDrawings,LinkIDProject,True,Projects,prefix-exact,Project
TimeClockSettings,LinkID,True,,ambiguous,
TimeClockSettings,LinkIDCategory,True,Categories,prefix-exact,Category
ToolFiles,LinkID,True,,ambiguous,
ToolFiles,LinkIDCategory,True,Categories,prefix-exact,Category
ToolFiles,LinkIDFactory,True,Factory,prefix-exact,Factory
UserDefinedTokens,LinkID,True,,ambiguous,
UserDefinedTokens,LinkIDCategory,True,Categories,prefix-exact,Category
Vendors,LinkID,True,,ambiguous,
Vendors,LinkIDCategory,True,Categories,prefix-exact,Category
Vendors,LinkIDPrimaryContact,True,,prefix-nomatch,PrimaryContact
Vendors,LinkIDReportTemplate,True,ReportTemplates,prefix-exact,ReportTemplate
WorkOrderActivities,LinkID,True,,ambiguous,
WorkOrderActivities,LinkIDActivityStation,True,ActivityStations,prefix-exact,ActivityStation
WorkOrderActivities,LinkIDCategory,True,Categories,prefix-exact,Category
WorkOrderActivities,LinkIDPart,True,Parts,prefix-exact,Part
WorkOrderActivities,LinkIDProject,True,Projects,prefix-exact,Project
WorkOrderActivities,LinkIDScheduledActivity,True,,prefix-nomatch,ScheduledActivity
WorkOrderActivities,LinkIDShift,True,Shifts,prefix-exact,Shift
WorkOrderActivities,LinkIDStatusChangeEmployee,True,,prefix-nomatch,StatusChangeEmployee
WorkOrderActivities,LinkIDSubassembly,True,Subassemblies,prefix-exact,Subassembly
WorkOrderActivities,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
WorkOrderBatches,LinkID,True,,ambiguous,
WorkOrderBatches,LinkIDWorkOrder,True,Workorders,prefix-case,WorkOrder
Workorders,LinkID,True,,ambiguous,
Workorders,LinkIDCategory,True,Categories,prefix-exact,Category
